noRepeatRounds,maxStreak,violationType,LaTeX,r2,mae,mse,rmse,max_res,ssr
4,4,NRV, 4.033x -9.438,0.9999430234008825,0.30388043478261356,0.17767126217391285,0.4215106904621908,1.3240800000000146,4.264110292173909
5,4,DRRV, 0.736x^2 -0.920x +0.076,0.9999993883354025,0.3536536206547029,0.1862984698203635,0.43162306451389215,0.936224667072338,4.471163275688724
5,4,MSV, 0.125x^2 -0.364x -0.078,0.9999703863508835,0.35656370604033133,0.24403361389068098,0.4939975849036926,1.1699274019457846,5.856806733376343
5,4,NRV, 5.037x -14.468,0.9998978623102721,0.4962548913043394,0.4967365655193207,0.7047954068517478,2.4203833333333478,11.921677572463697
6,4,DRRV, 0.735x^2 -0.899x -0.167,0.9999993166373407,0.3211114670111981,0.20793342802851708,0.45599717984710947,1.4838575463668349,4.99040227268441
6,4,MSV, 0.125x^2 -0.378x +0.027,0.9999816558574081,0.2867733916083941,0.15134856983271158,0.3890354351890218,0.9056439054423606,3.6323656759850778
6,4,NRV, 6.065x -20.935,0.9998682775547846,0.7403184178743767,0.9289552099939508,0.9638232254900018,3.3271166666666687,22.294925039854817
1,5,DRRV, 0.736x^2 -0.955x +0.265,0.9999989021096174,0.45090326517685947,0.33441558576239366,0.5782867677566155,1.1432169565218828,8.025974058297448
1,5,MSV, 0.063x^2 -0.233x +0.121,0.9999425893942719,0.24367429816560757,0.11643020325580271,0.34121870296893564,0.8500139252052463,2.794324878139265
1,5,NRV, 1.001x -0.582,0.9998594215086825,0.1325803140096608,0.02698650166062805,0.16427568797794775,0.37353840579711317,0.6476760398550732
2,5,DRRV, 0.738x^2 -1.018x +0.781,0.9999986588785215,0.5035955361305345,0.40867179276072213,0.6392744268001983,1.3844748008509669,9.80812302625733
2,5,MSV, 0.062x^2 -0.215x -0.036,0.9999511778245168,0.25092617766291736,0.09849575974511098,0.3138403411690584,0.6751806810580803,2.3638982338826633
2,5,NRV, 2.014x -2.509,0.9999391771071293,0.1873596376811596,0.0473049479830917,0.21749700683708661,0.37149115942029454,1.1353187515942007
3,5,DRRV, 0.735x^2 -0.891x -0.253,0.99999926248206,0.35196754535320646,0.2245766177417049,0.47389515479872224,1.152362307693238,5.3898388258009176
3,5,MSV, 0.063x^2 -0.238x +0.251,0.9999676977055402,0.19511360722610713,0.06503845144059754,0.25502637400982187,0.6573286424444973,1.560922834574341
3,5,NRV, 3.017x -5.235,0.9999001303661624,0.30552111111111135,0.17426077470410717,0.4174455350151768,0.9012466666666619,4.182258592898572
